DATE,PLATFORM,PERIOD,VOLUME_USD,SWAPS,UNIQUE_SWAPPERS,ACTIVE_POOLS
2023-10-21 00:00:00.000,uniswap-v2,0.15% fee,57280416.23,133861,37816,3819
2023-10-21 00:00:00.000,uniswap-v3,0.15% fee,549931341.62,219045,58600,3505
2023-10-22 00:00:00.000,uniswap-v2,0.15% fee,67148314.37,135993,38997,3782
2023-10-22 00:00:00.000,uniswap-v3,0.15% fee,642131296.28,252546,56838,3506
2023-10-23 00:00:00.000,uniswap-v2,0.15% fee,106826871.22,158269,47188,3605
2023-10-23 00:00:00.000,uniswap-v3,0.15% fee,1626378558.88,340122,63250,3678
2023-10-24 00:00:00.000,uniswap-v2,0.15% fee,110049906.94,157970,49295,3779
2023-10-24 00:00:00.000,uniswap-v3,0.15% fee,2020155245.4,396446,72951,3764
2023-10-25 00:00:00.000,uniswap-v2,0.15% fee,100702963.1,160322,49408,3707
2023-10-25 00:00:00.000,uniswap-v3,0.15% fee,1167788334.05,319104,72898,3357
2023-10-26 00:00:00.000,uniswap-v2,0.15% fee,114592046.77,168942,48893,3615
2023-10-26 00:00:00.000,uniswap-v3,0.15% fee,1346669071.3,342659,71614,3479
2023-10-27 00:00:00.000,uniswap-v2,0.15% fee,107059044.86,176384,50732,3750
2023-10-27 00:00:00.000,uniswap-v3,0.15% fee,810301726.77,277143,75522,3353
2023-10-28 00:00:00.000,uniswap-v2,0.15% fee,74398576.56,168783,47191,3839
2023-10-28 00:00:00.000,uniswap-v3,0.15% fee,393631192.98,204123,68305,3257
2023-10-29 00:00:00.000,uniswap-v2,0.15% fee,72048634.92,162153,45924,3801
2023-10-29 00:00:00.000,uniswap-v3,0.15% fee,438758486.76,202376,58958,3304
2023-10-30 00:00:00.000,uniswap-v2,0.15% fee,82573447.18,175097,48875,3536
2023-10-30 00:00:00.000,uniswap-v3,0.15% fee,878575456.7,239068,60309,3259
2023-10-31 00:00:00.000,uniswap-v2,0.15% fee,100315665.67,177557,51208,3726
2023-10-31 00:00:00.000,uniswap-v3,0.15% fee,867200783.04,275416,70891,3409
2023-11-01 00:00:00.000,uniswap-v2,0.15% fee,92645960.8,169415,49944,3664
2023-11-01 00:00:00.000,uniswap-v3,0.15% fee,1241886197.4,324769,70251,3638
2023-11-02 00:00:00.000,uniswap-v2,0.15% fee,98095029.1,164928,51138,3669
2023-11-02 00:00:00.000,uniswap-v3,0.15% fee,1174522507.7,300793,67213,3596
2023-11-03 00:00:00.000,uniswap-v2,0.15% fee,79006132.84,146284,46262,3715
2023-11-03 00:00:00.000,uniswap-v3,0.15% fee,998285922.5,300394,70259,3539
2023-11-04 00:00:00.000,uniswap-v2,0.15% fee,69012875.65,157761,46399,3843
2023-11-04 00:00:00.000,uniswap-v3,0.15% fee,568163393.83,245482,70600,3469
2023-11-05 00:00:00.000,uniswap-v2,0.15% fee,73313486.4,172334,48234,3753
2023-11-05 00:00:00.000,uniswap-v3,0.15% fee,982947872.26,282999,71745,3624
2023-11-06 00:00:00.000,uniswap-v2,0.15% fee,89819996.64,179477,51131,3453
2023-11-06 00:00:00.000,uniswap-v3,0.15% fee,1039802489.69,281095,67942,3501
2023-11-07 00:00:00.000,uniswap-v2,0.15% fee,97647742.45,159744,51133,3517
2023-11-07 00:00:00.000,uniswap-v3,0.15% fee,1073931488.88,301946,76971,3588
2023-11-08 00:00:00.000,uniswap-v2,0.15% fee,109292831.59,179764,54762,3554
2023-11-08 00:00:00.000,uniswap-v3,0.15% fee,818138358.96,269578,80931,3599
2023-11-09 00:00:00.000,uniswap-v2,0.15% fee,151847907.76,151778,50832,3380
2023-11-09 00:00:00.000,uniswap-v3,0.15% fee,2584955558.23,437491,81129,3832
2023-11-10 00:00:00.000,uniswap-v2,0.15% fee,159055664.43,168552,54052,3566
2023-11-10 00:00:00.000,uniswap-v3,0.15% fee,1627408250.48,355608,76865,3741
2023-11-11 00:00:00.000,uniswap-v2,0.15% fee,100578181.41,154393,49580,3670
2023-11-11 00:00:00.000,uniswap-v3,0.15% fee,1273266670.56,330173,79484,3810
2023-11-12 00:00:00.000,uniswap-v2,0.15% fee,99686201.01,173464,51217,3671
2023-11-12 00:00:00.000,uniswap-v3,0.15% fee,972953450.64,338363,67715,3840
2023-11-13 00:00:00.000,uniswap-v2,0.15% fee,186969587.97,210605,54450,3320
2023-11-13 00:00:00.000,uniswap-v3,0.15% fee,1851628061.17,423094,62625,3652
2023-11-14 00:00:00.000,uniswap-v2,0.15% fee,153152710.2,190318,53196,3490
2023-11-14 00:00:00.000,uniswap-v3,0.15% fee,1705707060.76,419403,67917,3812
2023-11-15 00:00:00.000,uniswap-v2,0.15% fee,125139817.58,182757,55472,3689
2023-11-15 00:00:00.000,uniswap-v3,0.15% fee,1483208436.63,335809,65890,3791
2023-11-16 00:00:00.000,uniswap-v2,0.15% fee,130804107.96,159130,52622,3668
2023-11-16 00:00:00.000,uniswap-v3,0.15% fee,1867364692.85,334469,62794,3481
2023-11-17 00:00:00.000,uniswap-v2,0.15% fee,103616301.1,163288,50606,3724
2023-11-17 00:00:00.000,uniswap-v3,0.15% fee,1443004629.21,327900,69973,3726
2023-11-18 00:00:00.000,uniswap-v2,0.15% fee,95749223.56,158820,48088,3858
2023-11-18 00:00:00.000,uniswap-v3,0.15% fee,869799235.93,255677,67914,3636
2023-11-19 00:00:00.000,uniswap-v2,0.15% fee,89226864.71,154322,48069,3929
2023-11-19 00:00:00.000,uniswap-v3,0.15% fee,800881228.29,248144,67016,3623
2023-11-20 00:00:00.000,uniswap-v2,0.15% fee,125624563.53,148073,49811,3479
2023-11-20 00:00:00.000,uniswap-v3,0.15% fee,1306027854.1,313707,68240,3655
2023-11-21 00:00:00.000,uniswap-v2,0.15% fee,124827014.19,135026,45480,3155
2023-11-21 00:00:00.000,uniswap-v3,0.15% fee,1668453912.5,383083,70633,3857
2023-11-22 00:00:00.000,uniswap-v2,0.15% fee,102720605.02,155384,49870,3418
2023-11-22 00:00:00.000,uniswap-v3,0.15% fee,1542017846.84,298146,70097,3762
2023-11-23 00:00:00.000,uniswap-v2,0.15% fee,82832988.41,162651,49566,3473
2023-11-23 00:00:00.000,uniswap-v3,0.15% fee,911556178.33,220202,63290,3562
2023-11-24 00:00:00.000,uniswap-v2,0.15% fee,94042827.56,162783,49496,3690
2023-11-24 00:00:00.000,uniswap-v3,0.15% fee,1112342514.64,227064,62986,3244
2023-11-25 00:00:00.000,uniswap-v2,0.15% fee,98304875.59,147262,47356,3834
2023-11-25 00:00:00.000,uniswap-v3,0.15% fee,533933971.25,204962,71407,3644
2023-11-26 00:00:00.000,uniswap-v2,0.15% fee,135283221.21,168206,52003,3644
2023-11-26 00:00:00.000,uniswap-v3,0.15% fee,748136417.3,232431,65194,3606
2023-11-27 00:00:00.000,uniswap-v2,0.15% fee,140916191.08,192552,55541,3654
2023-11-27 00:00:00.000,uniswap-v3,0.15% fee,1048704294.1,256020,67214,3658
2023-11-28 00:00:00.000,uniswap-v2,0.15% fee,137525665.11,192529,54541,3536
2023-11-28 00:00:00.000,uniswap-v3,0.15% fee,1053157786.07,233278,64379,3466
2023-11-29 00:00:00.000,uniswap-v2,0.15% fee,126263847.2,190131,57695,3670
2023-11-29 00:00:00.000,uniswap-v3,0.15% fee,1006455234.76,220882,63519,3474
2023-11-30 00:00:00.000,uniswap-v2,0.15% fee,123706472.17,192423,56732,3561
2023-11-30 00:00:00.000,uniswap-v3,0.15% fee,746844037.75,200999,66547,3383
2023-12-01 00:00:00.000,uniswap-v2,0.15% fee,127578560.72,191278,58745,3732
2023-12-01 00:00:00.000,uniswap-v3,0.15% fee,953129507.13,228775,70317,3682
2023-12-02 00:00:00.000,uniswap-v2,0.15% fee,183851895.13,184097,58336,3774
2023-12-02 00:00:00.000,uniswap-v3,0.15% fee,909145380.33,233076,68712,3831
2023-12-03 00:00:00.000,uniswap-v2,0.15% fee,147760064.6,170894,55552,3834
2023-12-03 00:00:00.000,uniswap-v3,0.15% fee,731731831.27,235261,73167,3791
2023-12-04 00:00:00.000,uniswap-v2,0.15% fee,184109851.99,176242,56911,3622
2023-12-04 00:00:00.000,uniswap-v3,0.15% fee,1524960745.38,355838,83636,3943
2023-12-05 00:00:00.000,uniswap-v2,0.15% fee,204643015.94,168529,56513,3457
2023-12-05 00:00:00.000,uniswap-v3,0.15% fee,1483552452.98,345374,86643,3778
2023-12-06 00:00:00.000,uniswap-v2,0.15% fee,177707456.98,163286,54597,3345
2023-12-06 00:00:00.000,uniswap-v3,0.15% fee,1384192237.68,333352,83755,3782
2023-12-07 00:00:00.000,uniswap-v2,0.15% fee,155041200.01,166633,54691,3772
2023-12-07 00:00:00.000,uniswap-v3,0.15% fee,1432760681.55,332021,79918,3850
2023-12-08 00:00:00.000,uniswap-v2,0.15% fee,153039774.56,159026,56179,3794
2023-12-08 00:00:00.000,uniswap-v3,0.15% fee,1159547449.06,284879,81039,3903
2023-12-09 00:00:00.000,uniswap-v2,0.15% fee,160405836.32,133730,52821,3895
2023-12-09 00:00:00.000,uniswap-v3,0.15% fee,1368416634.64,322206,86074,4018
2023-12-10 00:00:00.000,uniswap-v2,0.15% fee,138228610.14,141855,52997,4127
2023-12-10 00:00:00.000,uniswap-v3,0.15% fee,705745528.51,268757,85629,3987
2023-12-11 00:00:00.000,uniswap-v2,0.15% fee,169031464.23,139155,50766,3606
2023-12-11 00:00:00.000,uniswap-v3,0.15% fee,1944472800.05,440251,89887,4113
2023-12-12 00:00:00.000,uniswap-v2,0.15% fee,150299457.6,138481,49800,3464
2023-12-12 00:00:00.000,uniswap-v3,0.15% fee,1296021527.63,364108,82237,3809
2023-12-13 00:00:00.000,uniswap-v2,0.15% fee,153758611,134242,49840,3294
2023-12-13 00:00:00.000,uniswap-v3,0.15% fee,1471140120.86,341051,80889,3741
2023-12-14 00:00:00.000,uniswap-v2,0.15% fee,144505429.9,136479,52988,3383
2023-12-14 00:00:00.000,uniswap-v3,0.15% fee,1258786626.42,296517,78828,3699
2023-12-15 00:00:00.000,uniswap-v2,0.15% fee,159893938.69,137213,51371,3281
2023-12-15 00:00:00.000,uniswap-v3,0.15% fee,1120681921.36,261488,77806,3694
2023-12-16 00:00:00.000,uniswap-v2,0.15% fee,153528331.82,119955,48481,3165
2023-12-16 00:00:00.000,uniswap-v3,0.15% fee,1366109746.94,241916,78175,3417
2023-12-17 00:00:00.000,uniswap-v2,0.15% fee,140186497.17,110759,45369,3522
2023-12-17 00:00:00.000,uniswap-v3,0.15% fee,970079167.27,250904,76293,3764
2023-12-18 00:00:00.000,uniswap-v2,0.15% fee,149943324.6,122550,44085,3181
2023-12-18 00:00:00.000,uniswap-v3,0.15% fee,1334540008.74,309967,81397,3809
2023-12-19 00:00:00.000,uniswap-v2,0.15% fee,137895347.38,121056,47549,3297
2023-12-19 00:00:00.000,uniswap-v3,0.15% fee,1135936849.6,308730,86268,3834
2023-12-20 00:00:00.000,uniswap-v2,0.15% fee,139927697.66,102664,43791,3211
2023-12-20 00:00:00.000,uniswap-v3,0.15% fee,1481573817.98,309865,84766,3557
2023-12-21 00:00:00.000,uniswap-v2,0.15% fee,141405219.98,112398,48932,3529
2023-12-21 00:00:00.000,uniswap-v3,0.15% fee,1361653870.88,335754,89104,3784
2023-12-22 00:00:00.000,uniswap-v2,0.15% fee,137208419.98,105939,46643,3645
2023-12-22 00:00:00.000,uniswap-v3,0.15% fee,1838586677.39,471000,98756,4110
2023-12-23 00:00:00.000,uniswap-v2,0.15% fee,100714082.73,98437,42767,3882
2023-12-23 00:00:00.000,uniswap-v3,0.15% fee,1067917083.77,341329,92828,3925
2023-12-24 00:00:00.000,uniswap-v2,0.15% fee,101417891.34,85577,38499,3755
2023-12-24 00:00:00.000,uniswap-v3,0.15% fee,1257120738.17,364770,85631,3974
2023-12-25 00:00:00.000,uniswap-v2,0.15% fee,102558784.88,78715,35298,3847
2023-12-25 00:00:00.000,uniswap-v3,0.15% fee,1072558191.57,332029,85012,4167
2023-12-26 00:00:00.000,uniswap-v2,0.15% fee,117776406.05,85392,37556,3985
2023-12-26 00:00:00.000,uniswap-v3,0.15% fee,1384564008.39,462981,103141,4347
2023-12-27 00:00:00.000,uniswap-v2,0.15% fee,144007207.73,91026,40621,3583
2023-12-27 00:00:00.000,uniswap-v3,0.15% fee,1793504971.89,523584,110488,4282
2023-12-28 00:00:00.000,uniswap-v2,0.15% fee,135259962.81,100334,42095,3575
2023-12-28 00:00:00.000,uniswap-v3,0.15% fee,2160529676.01,494248,106171,4230
2023-12-29 00:00:00.000,uniswap-v2,0.15% fee,119155716.45,112731,43169,3694
2023-12-29 00:00:00.000,uniswap-v3,0.15% fee,1759641096.94,408523,95184,4124
2023-12-30 00:00:00.000,uniswap-v2,0.15% fee,85183749.73,99857,38993,4116
2023-12-30 00:00:00.000,uniswap-v3,0.15% fee,894939222.45,305114,87988,3959
2023-12-31 00:00:00.000,uniswap-v2,0.15% fee,92536056.32,87334,37019,4836
2023-12-31 00:00:00.000,uniswap-v3,0.15% fee,955508188.99,323660,83502,4158
2024-01-01 00:00:00.000,uniswap-v2,0.15% fee,91169219.64,92929,37445,4398
2024-01-01 00:00:00.000,uniswap-v3,0.15% fee,961850967.19,325860,85187,4183
2024-01-02 00:00:00.000,uniswap-v2,0.15% fee,133495004.7,108299,44376,3716
2024-01-02 00:00:00.000,uniswap-v3,0.15% fee,1622985077.49,417498,93825,4289
2024-01-03 00:00:00.000,uniswap-v2,0.15% fee,175047228.32,115435,44879,3447
2024-01-03 00:00:00.000,uniswap-v3,0.15% fee,2800311120.41,587252,97215,4436
2024-01-04 00:00:00.000,uniswap-v2,0.15% fee,142650850.72,120106,47783,3636
2024-01-04 00:00:00.000,uniswap-v3,0.15% fee,1557479901.05,454920,96165,4328
2024-01-05 00:00:00.000,uniswap-v2,0.15% fee,125275813.7,109335,44463,3855
2024-01-05 00:00:00.000,uniswap-v3,0.15% fee,1744398664.44,434537,89678,4388
2024-01-06 00:00:00.000,uniswap-v2,0.15% fee,99303603.68,96694,41263,3686
2024-01-06 00:00:00.000,uniswap-v3,0.15% fee,885801423.02,334148,84868,4182
2024-01-07 00:00:00.000,uniswap-v2,0.15% fee,86692859.89,73957,33395,2939
2024-01-07 00:00:00.000,uniswap-v3,0.15% fee,948404352.88,336446,79999,4043
2024-01-08 00:00:00.000,uniswap-v2,0.15% fee,124572334.36,95614,40461,3443
2024-01-08 00:00:00.000,uniswap-v3,0.15% fee,1823972459.77,474341,93230,4403
2024-01-09 00:00:00.000,uniswap-v2,0.15% fee,125604465.47,112072,42980,3775
2024-01-09 00:00:00.000,uniswap-v3,0.15% fee,2507316243.13,477927,92452,4350
2024-01-10 00:00:00.000,uniswap-v2,0.15% fee,158051998.51,90576,36992,3216
2024-01-10 00:00:00.000,uniswap-v3,0.15% fee,3095860823.85,630994,91240,4388
2024-01-11 00:00:00.000,uniswap-v2,0.15% fee,159372657.38,104495,44683,3571
2024-01-11 00:00:00.000,uniswap-v3,0.15% fee,2134365679.56,512151,98648,4553
2024-01-12 00:00:00.000,uniswap-v2,0.15% fee,147680072.3,91964,38821,3656
2024-01-12 00:00:00.000,uniswap-v3,0.15% fee,2584059085.32,550995,96472,4477
2024-01-13 00:00:00.000,uniswap-v2,0.15% fee,116875612.32,107472,41340,3863
2024-01-13 00:00:00.000,uniswap-v3,0.15% fee,1020588857.54,334817,92334,4308
2024-01-14 00:00:00.000,uniswap-v2,0.15% fee,109530136.88,106958,38451,3221
2024-01-14 00:00:00.000,uniswap-v3,0.15% fee,936222293.69,287752,75591,4039
2024-01-15 00:00:00.000,uniswap-v2,0.15% fee,132363370.33,112813,44564,3471
2024-01-15 00:00:00.000,uniswap-v3,0.15% fee,903670848.47,328455,95732,4193
2024-01-16 00:00:00.000,uniswap-v2,0.15% fee,198276987.99,173534,53691,3425
2024-01-16 00:00:00.000,uniswap-v3,0.15% fee,980109308.39,312196,87225,4158
2024-01-17 00:00:00.000,uniswap-v2,0.15% fee,190773947.46,176113,53693,3610
2024-01-17 00:00:00.000,uniswap-v3,0.15% fee,912848460.01,335398,107394,4124
2024-01-18 00:00:00.000,uniswap-v2,0.15% fee,163936741.7,135372,47913,3556
2024-01-18 00:00:00.000,uniswap-v3,0.15% fee,1159350951.73,344423,98226,4342
2024-01-19 00:00:00.000,uniswap-v2,0.15% fee,153924513.75,124800,47382,3823
2024-01-19 00:00:00.000,uniswap-v3,0.15% fee,1318806542.85,379010,99725,4504
2024-01-20 00:00:00.000,uniswap-v2,0.15% fee,97794592.61,118466,42616,4207
2024-01-20 00:00:00.000,uniswap-v3,0.15% fee,541035328.95,273947,89592,4370
2024-01-21 00:00:00.000,uniswap-v2,0.15% fee,108466515.65,117474,42670,4287
2024-01-21 00:00:00.000,uniswap-v3,0.15% fee,552274598.98,256403,85238,4284
2024-01-22 00:00:00.000,uniswap-v2,0.15% fee,136887929.85,110638,41628,3984
2024-01-22 00:00:00.000,uniswap-v3,0.15% fee,1597163623.77,398328,89919,4429
2024-01-23 00:00:00.000,uniswap-v2,0.15% fee,127508179.54,108616,40483,4133
2024-01-23 00:00:00.000,uniswap-v3,0.15% fee,1821686555.73,415647,94813,4631
2024-01-24 00:00:00.000,uniswap-v2,0.15% fee,104445880.4,113970,41756,4144
2024-01-24 00:00:00.000,uniswap-v3,0.15% fee,980373324.8,325775,90473,4513
2024-01-25 00:00:00.000,uniswap-v2,0.15% fee,98608285.42,105288,38062,3438
2024-01-25 00:00:00.000,uniswap-v3,0.15% fee,1104707317.85,310265,91931,4116
2024-01-26 00:00:00.000,uniswap-v2,0.15% fee,107109546.03,117691,42632,3630
2024-01-26 00:00:00.000,uniswap-v3,0.15% fee,1021336103.96,294643,89171,4357
2024-01-27 00:00:00.000,uniswap-v2,0.15% fee,85534466.7,93412,36547,3793
2024-01-27 00:00:00.000,uniswap-v3,0.15% fee,555214186.19,230617,83269,4327
2024-01-28 00:00:00.000,uniswap-v2,0.15% fee,87230499.81,100153,37788,3925
2024-01-28 00:00:00.000,uniswap-v3,0.15% fee,666576804.54,284685,88366,4433
2024-01-29 00:00:00.000,uniswap-v2,0.15% fee,100212209.24,107903,41787,3911
2024-01-29 00:00:00.000,uniswap-v3,0.15% fee,1042833637.23,293822,93757,4411
2024-01-30 00:00:00.000,uniswap-v2,0.15% fee,104930709.97,130357,44794,3748
2024-01-30 00:00:00.000,uniswap-v3,0.15% fee,1122582207.49,342724,99651,4373
2024-01-31 00:00:00.000,uniswap-v2,0.15% fee,126662111.57,124585,46903,3610
2024-01-31 00:00:00.000,uniswap-v3,0.15% fee,1289067486.46,371553,102050,4345
2024-02-01 00:00:00.000,uniswap-v2,0.15% fee,84829262.41,102858,39036,3531
2024-02-01 00:00:00.000,uniswap-v3,0.15% fee,1013742353.19,312340,93444,4345
2024-02-02 00:00:00.000,uniswap-v2,0.15% fee,88595438.41,108865,42002,3583
2024-02-02 00:00:00.000,uniswap-v3,0.15% fee,827599348.2,291607,95415,4261
2024-02-03 00:00:00.000,uniswap-v2,0.15% fee,73675370.21,122617,43343,3627
2024-02-03 00:00:00.000,uniswap-v3,0.15% fee,471153933.46,258038,95808,4186
2024-02-04 00:00:00.000,uniswap-v2,0.15% fee,73889218.72,96159,37494,3657
2024-02-04 00:00:00.000,uniswap-v3,0.15% fee,533869344.22,285670,96318,4225
2024-02-05 00:00:00.000,uniswap-v2,0.15% fee,99818027.23,90423,38606,3614
2024-02-05 00:00:00.000,uniswap-v3,0.15% fee,784230602.84,333350,98072,4462
2024-02-06 00:00:00.000,uniswap-v2,0.15% fee,113079357.4,108062,40638,3202
2024-02-06 00:00:00.000,uniswap-v3,0.15% fee,990746524.62,326727,95328,4467
2024-02-07 00:00:00.000,uniswap-v2,0.15% fee,112692122.76,94128,37910,3168
2024-02-07 00:00:00.000,uniswap-v3,0.15% fee,1052511813.95,362601,103559,4633
2024-02-08 00:00:00.000,uniswap-v2,0.15% fee,130798844.91,105214,38828,2822
2024-02-08 00:00:00.000,uniswap-v3,0.15% fee,1151820044.46,364103,108199,4563
2024-02-09 00:00:00.000,uniswap-v2,0.15% fee,136138468.25,89136,35610,2846
2024-02-09 00:00:00.000,uniswap-v3,0.15% fee,1279138453.52,393202,117115,4501
2024-02-10 00:00:00.000,uniswap-v2,0.15% fee,118068604.7,86608,37948,3299
2024-02-10 00:00:00.000,uniswap-v3,0.15% fee,782451941.73,332429,111175,4723
2024-02-11 00:00:00.000,uniswap-v2,0.15% fee,102457778.3,96692,40399,3516
2024-02-11 00:00:00.000,uniswap-v3,0.15% fee,1007715297.03,332481,114294,4685
2024-02-12 00:00:00.000,uniswap-v2,0.15% fee,115206807.81,95319,36570,3387
2024-02-12 00:00:00.000,uniswap-v3,0.15% fee,1428852422.9,386805,105214,4655
2024-02-13 00:00:00.000,uniswap-v2,0.15% fee,144245073.23,104243,42903,3656
2024-02-13 00:00:00.000,uniswap-v3,0.15% fee,1371538971.88,390286,108098,4754
2024-02-14 00:00:00.000,uniswap-v2,0.15% fee,157563513.88,108971,45787,3751
2024-02-14 00:00:00.000,uniswap-v3,0.15% fee,1298926923.82,366787,105120,4943
2024-02-15 00:00:00.000,uniswap-v2,0.15% fee,201096914.77,117553,47439,3570
2024-02-15 00:00:00.000,uniswap-v3,0.15% fee,1469096650.69,408989,107370,4868
2024-02-16 00:00:00.000,uniswap-v2,0.15% fee,165731340.88,123889,49962,3739
2024-02-16 00:00:00.000,uniswap-v3,0.15% fee,1213281034.07,399649,109971,4971
2024-02-17 00:00:00.000,uniswap-v2,0.15% fee,139357599.14,112246,46572,3705
2024-02-17 00:00:00.000,uniswap-v3,0.15% fee,890202176.85,341795,104551,4711
2024-02-18 00:00:00.000,uniswap-v2,0.15% fee,165455053.47,137249,52838,3834
2024-02-18 00:00:00.000,uniswap-v3,0.15% fee,1044980864.08,363317,108863,4765
2024-02-19 00:00:00.000,uniswap-v2,0.15% fee,205295048.06,132871,52354,3528
2024-02-19 00:00:00.000,uniswap-v3,0.15% fee,1435163241.43,402321,111769,4808
2024-02-20 00:00:00.000,uniswap-v2,0.15% fee,169974933.1,114628,46246,3535
2024-02-20 00:00:00.000,uniswap-v3,0.15% fee,1955263410.42,455319,107413,4778
2024-02-21 00:00:00.000,uniswap-v2,0.15% fee,151277409.09,110382,45026,3374
2024-02-21 00:00:00.000,uniswap-v3,0.15% fee,1842275245.25,432130,108434,4717
2024-02-22 00:00:00.000,uniswap-v2,0.15% fee,151298281.76,108570,42738,3172
2024-02-22 00:00:00.000,uniswap-v3,0.15% fee,1798017857.92,431461,108215,4590
2024-02-23 00:00:00.000,uniswap-v2,0.15% fee,170454595.49,106747,45064,3369
2024-02-23 00:00:00.000,uniswap-v3,0.15% fee,1433576186.09,402147,101742,4710
2024-02-24 00:00:00.000,uniswap-v2,0.15% fee,148789660.31,118608,48587,3654
2024-02-24 00:00:00.000,uniswap-v3,0.15% fee,1034545087.85,337959,102272,4760
2024-02-25 00:00:00.000,uniswap-v2,0.15% fee,166418936.94,118623,49408,3742
2024-02-25 00:00:00.000,uniswap-v3,0.15% fee,1296691694.07,374848,110076,4832
2024-02-26 00:00:00.000,uniswap-v2,0.15% fee,196978843.81,115078,48663,3413
2024-02-26 00:00:00.000,uniswap-v3,0.15% fee,1981340405.87,441278,113571,4979
2024-02-27 00:00:00.000,uniswap-v2,0.15% fee,254480797.35,124671,51270,3488
2024-02-27 00:00:00.000,uniswap-v3,0.15% fee,2186953494.77,442981,118588,4799
2024-02-28 00:00:00.000,uniswap-v2,0.15% fee,309163643.01,111319,48951,3428
2024-02-28 00:00:00.000,uniswap-v3,0.15% fee,3553846245.1,557191,120661,4944
2024-02-29 00:00:00.000,uniswap-v2,0.15% fee,253276968.85,101581,45964,3169
2024-02-29 00:00:00.000,uniswap-v3,0.15% fee,3033017809.36,535277,118097,4967
2024-03-01 00:00:00.000,uniswap-v2,0.15% fee,287691893.54,117580,52651,3344
2024-03-01 00:00:00.000,uniswap-v3,0.15% fee,1989606438.94,402647,112074,4916
2024-03-02 00:00:00.000,uniswap-v2,0.15% fee,328406607.7,144044,61606,3704
2024-03-02 00:00:00.000,uniswap-v3,0.15% fee,1603926535.08,425624,120102,4988
2024-03-03 00:00:00.000,uniswap-v2,0.15% fee,361426685.89,152170,66188,3791
2024-03-03 00:00:00.000,uniswap-v3,0.15% fee,1836655623.43,455480,116853,4876
2024-03-04 00:00:00.000,uniswap-v2,0.15% fee,470477292.94,165849,68324,3672
2024-03-04 00:00:00.000,uniswap-v3,0.15% fee,2613429032.2,515408,127572,5003
