DATE,PLATFORM,PERIOD,VOLUME_USD,SWAPS,UNIQUE_SWAPPERS,ACTIVE_POOLS
2024-03-05 00:00:00.000,uniswap-v2,0.15% fee,569509194.13,153281,63619,3510
2024-03-05 00:00:00.000,uniswap-v3,0.15% fee,5716363714.83,727760,128850,5137
2024-03-06 00:00:00.000,uniswap-v2,0.15% fee,513615023.15,189804,76186,3705
2024-03-06 00:00:00.000,uniswap-v3,0.15% fee,3845586369.08,622882,129007,5125
2024-03-07 00:00:00.000,uniswap-v2,0.15% fee,412679207.77,190645,81051,3876
2024-03-07 00:00:00.000,uniswap-v3,0.15% fee,2381444868.36,534869,132350,5135
2024-03-08 00:00:00.000,uniswap-v2,0.15% fee,424976596.76,185915,80315,3931
2024-03-08 00:00:00.000,uniswap-v3,0.15% fee,2496188909.48,507038,130978,4987
2024-03-09 00:00:00.000,uniswap-v2,0.15% fee,431553244.87,186976,81586,3958
2024-03-09 00:00:00.000,uniswap-v3,0.15% fee,1328414118.05,401100,126886,4864
2024-03-10 00:00:00.000,uniswap-v2,0.15% fee,441963011.8,208595,83628,3991
2024-03-10 00:00:00.000,uniswap-v3,0.15% fee,1902551622.59,476832,128800,5098
2024-03-11 00:00:00.000,uniswap-v2,0.15% fee,443721179.48,200196,81995,4009
2024-03-11 00:00:00.000,uniswap-v3,0.15% fee,2844071180.6,522564,129871,5069
2024-03-12 00:00:00.000,uniswap-v2,0.15% fee,416066101.77,184795,77512,4132
2024-03-12 00:00:00.000,uniswap-v3,0.15% fee,3051069632.14,536467,130471,5076
2024-03-13 00:00:00.000,uniswap-v2,0.15% fee,393003067.16,173119,76308,4048
2024-03-13 00:00:00.000,uniswap-v3,0.15% fee,2433853231.32,479678,129098,5073
2024-03-14 00:00:00.000,uniswap-v2,0.15% fee,390565246.46,180455,75955,4342
2024-03-14 00:00:00.000,uniswap-v3,0.15% fee,3073333373.49,654281,152887,5419
2024-03-15 00:00:00.000,uniswap-v2,0.15% fee,383642217.84,179317,73003,4684
2024-03-15 00:00:00.000,uniswap-v3,0.15% fee,4196261054.99,869176,158875,5498
2024-03-16 00:00:00.000,uniswap-v2,0.15% fee,339114355.23,206488,72328,5075
2024-03-16 00:00:00.000,uniswap-v3,0.15% fee,2608073736.39,732846,149609,5714
2024-03-17 00:00:00.000,uniswap-v2,0.15% fee,291752170.16,190680,71703,4917
2024-03-17 00:00:00.000,uniswap-v3,0.15% fee,2128290050.49,647372,141557,5596
2024-03-18 00:00:00.000,uniswap-v2,0.15% fee,299487060.11,210165,72295,4886
2024-03-18 00:00:00.000,uniswap-v3,0.15% fee,2398941121.35,734493,147545,5396
2024-03-19 00:00:00.000,uniswap-v2,0.15% fee,383472494.86,183095,64993,4462
2024-03-19 00:00:00.000,uniswap-v3,0.15% fee,3668687990.45,1042463,146169,5886
2024-03-20 00:00:00.000,uniswap-v2,0.15% fee,339418818.62,354441,86924,5469
2024-03-20 00:00:00.000,uniswap-v3,0.15% fee,4234775327.93,1153760,169166,5939
2024-03-21 00:00:00.000,uniswap-v2,0.15% fee,264768483.17,294064,82830,5896
2024-03-21 00:00:00.000,uniswap-v3,0.15% fee,2831542988.08,881530,161769,5709
2024-03-22 00:00:00.000,uniswap-v2,0.15% fee,247475057.65,275343,79531,5876
2024-03-22 00:00:00.000,uniswap-v3,0.15% fee,2839991477.34,884376,162425,5659
2024-03-23 00:00:00.000,uniswap-v2,0.15% fee,185314435.16,266656,76936,5932
2024-03-23 00:00:00.000,uniswap-v3,0.15% fee,1632550756.43,683654,152350,5464
2024-03-24 00:00:00.000,uniswap-v2,0.15% fee,200766140.16,360138,89277,6239
2024-03-24 00:00:00.000,uniswap-v3,0.15% fee,1544740798.62,727128,161466,5687
2024-03-25 00:00:00.000,uniswap-v2,0.15% fee,260803987.54,410536,103408,6284
2024-03-25 00:00:00.000,uniswap-v3,0.15% fee,2422542163.43,838033,189996,6207
2024-03-26 00:00:00.000,uniswap-v2,0.15% fee,249946735.64,343666,101726,6371
2024-03-26 00:00:00.000,uniswap-v3,0.15% fee,2432185114.29,855753,207277,5738
2024-03-27 00:00:00.000,uniswap-v2,0.15% fee,273996522.94,413323,105123,6044
2024-03-27 00:00:00.000,uniswap-v3,0.15% fee,2567589122.79,887557,207636,5636
2024-03-28 00:00:00.000,uniswap-v2,0.15% fee,302100493.51,499042,116655,7146
2024-03-28 00:00:00.000,uniswap-v3,0.15% fee,1886576562.39,784850,210950,5853
2024-03-29 00:00:00.000,uniswap-v2,0.15% fee,262800300.67,476992,122291,7366
2024-03-29 00:00:00.000,uniswap-v3,0.15% fee,1846725430.39,798175,222995,5904
2024-03-30 00:00:00.000,uniswap-v2,0.15% fee,242354045.7,546781,132093,7789
2024-03-30 00:00:00.000,uniswap-v3,0.15% fee,1473661807.39,754707,226770,5821
2024-03-31 00:00:00.000,uniswap-v2,0.15% fee,242785162.83,472234,123922,7750
2024-03-31 00:00:00.000,uniswap-v3,0.15% fee,1553528881.26,746455,225018,5842
2024-04-01 00:00:00.000,uniswap-v2,0.15% fee,318570630.69,529840,130215,8300
2024-04-01 00:00:00.000,uniswap-v3,0.15% fee,2147346238.77,864392,219359,6047
2024-04-02 00:00:00.000,uniswap-v2,0.15% fee,356666122.15,502303,126055,7732
2024-04-02 00:00:00.000,uniswap-v3,0.15% fee,3642897597.45,994524,219860,6203
2024-04-03 00:00:00.000,uniswap-v2,0.15% fee,348283293.65,497309,128434,7849
2024-04-03 00:00:00.000,uniswap-v3,0.15% fee,2510887609.28,951659,218335,5932
2024-04-04 00:00:00.000,uniswap-v2,0.15% fee,313386517.55,450709,120398,8196
2024-04-04 00:00:00.000,uniswap-v3,0.15% fee,2101496850.15,918089,215122,6377
2024-04-05 00:00:00.000,uniswap-v2,0.15% fee,270796674.54,476939,119842,8657
2024-04-05 00:00:00.000,uniswap-v3,0.15% fee,2072816035.2,985957,205832,6664
2024-04-06 00:00:00.000,uniswap-v2,0.15% fee,220376748.47,520224,122726,8679
2024-04-06 00:00:00.000,uniswap-v3,0.15% fee,1262699700.95,910446,198812,6461
2024-04-07 00:00:00.000,uniswap-v2,0.15% fee,227744849.08,492288,120790,8681
2024-04-07 00:00:00.000,uniswap-v3,0.15% fee,1756403321.72,1048325,213974,6431
2024-04-08 00:00:00.000,uniswap-v2,0.15% fee,254279353.71,533661,134084,9146
2024-04-08 00:00:00.000,uniswap-v3,0.15% fee,2887938395.09,1211774,245055,6968
2024-04-09 00:00:00.000,uniswap-v2,0.15% fee,258421209.61,505789,119339,8451
2024-04-09 00:00:00.000,uniswap-v3,0.15% fee,2838776463.73,1180076,210920,6520
2024-04-10 00:00:00.000,uniswap-v2,0.15% fee,243898674.4,549452,119840,8799
2024-04-10 00:00:00.000,uniswap-v3,0.15% fee,2635422589.64,1120411,205003,6484
2024-04-11 00:00:00.000,uniswap-v2,0.15% fee,226712532.31,568399,117347,8806
2024-04-11 00:00:00.000,uniswap-v3,0.15% fee,2467075103.34,1003734,209188,6364
2024-04-12 00:00:00.000,uniswap-v2,0.15% fee,283586988.12,513548,107912,8832
2024-04-12 00:00:00.000,uniswap-v3,0.15% fee,3355217355.2,1090586,204158,6757
2024-04-13 00:00:00.000,uniswap-v2,0.15% fee,450638892.95,472855,96226,8845
2024-04-13 00:00:00.000,uniswap-v3,0.15% fee,4044157484.55,1187604,188171,6656
2024-04-14 00:00:00.000,uniswap-v2,0.15% fee,249763352.71,464856,92757,9055
2024-04-14 00:00:00.000,uniswap-v3,0.15% fee,2994492667.8,1197858,177885,6510
2024-04-15 00:00:00.000,uniswap-v2,0.25% fee,235763316.41,478925,94273,8797
2024-04-15 00:00:00.000,uniswap-v3,0.25% fee,2951628711.75,1078911,177759,6353
2024-04-16 00:00:00.000,uniswap-v2,0.25% fee,215258683.7,463549,91721,8573
2024-04-16 00:00:00.000,uniswap-v3,0.25% fee,2689114342,1093862,175632,6307
2024-04-17 00:00:00.000,uniswap-v2,0.25% fee,202837117.01,468794,95559,8387
2024-04-17 00:00:00.000,uniswap-v3,0.25% fee,2222802631.32,928125,175225,6127
2024-04-18 00:00:00.000,uniswap-v2,0.25% fee,178065949.99,457740,100395,8622
2024-04-18 00:00:00.000,uniswap-v3,0.25% fee,2052269987.75,959881,170764,6211
2024-04-19 00:00:00.000,uniswap-v2,0.25% fee,216960454.15,472613,100314,8679
2024-04-19 00:00:00.000,uniswap-v3,0.25% fee,2932107273.39,1152903,172592,6184
2024-04-20 00:00:00.000,uniswap-v2,0.25% fee,148144851.5,427804,97155,9102
2024-04-20 00:00:00.000,uniswap-v3,0.25% fee,1345187690.92,910510,176819,6634
2024-04-21 00:00:00.000,uniswap-v2,0.25% fee,156225357.23,439706,96337,9021
2024-04-21 00:00:00.000,uniswap-v3,0.25% fee,1302750525.47,869095,172141,6342
2024-04-22 00:00:00.000,uniswap-v2,0.25% fee,216430108.81,565876,107817,8955
2024-04-22 00:00:00.000,uniswap-v3,0.25% fee,1856489375.43,929081,178668,6554
2024-04-23 00:00:00.000,uniswap-v2,0.25% fee,197556059.11,518542,105561,8856
2024-04-23 00:00:00.000,uniswap-v3,0.25% fee,1563906122.49,872066,189112,6214
2024-04-24 00:00:00.000,uniswap-v2,0.25% fee,202589798.53,553189,106949,8844
2024-04-24 00:00:00.000,uniswap-v3,0.25% fee,2286566326.57,920197,186542,6370
2024-04-25 00:00:00.000,uniswap-v2,0.25% fee,165373570.84,490286,101764,8503
2024-04-25 00:00:00.000,uniswap-v3,0.25% fee,2048553199.7,934406,196498,6054
2024-04-26 00:00:00.000,uniswap-v2,0.25% fee,159517551.27,517424,102005,8975
2024-04-26 00:00:00.000,uniswap-v3,0.25% fee,1611298881.64,825075,185003,5999
2024-04-27 00:00:00.000,uniswap-v2,0.25% fee,155917109.37,500153,96106,9073
2024-04-27 00:00:00.000,uniswap-v3,0.25% fee,1590653507.59,824259,168196,6232
2024-04-28 00:00:00.000,uniswap-v2,0.25% fee,136930339.36,479888,93273,9353
2024-04-28 00:00:00.000,uniswap-v3,0.25% fee,1518961714.86,765725,156073,6131
2024-04-29 00:00:00.000,uniswap-v2,0.25% fee,127304109.99,441039,90057,8988
2024-04-29 00:00:00.000,uniswap-v3,0.25% fee,1979014712.93,911011,156103,6146
2024-04-30 00:00:00.000,uniswap-v2,0.25% fee,174633140.72,420081,89382,8682
2024-04-30 00:00:00.000,uniswap-v3,0.25% fee,2616923189.19,998872,161512,6391
2024-05-01 00:00:00.000,uniswap-v2,0.25% fee,182043758.32,383066,85546,8718
2024-05-01 00:00:00.000,uniswap-v3,0.25% fee,2621312920.81,1089993,158839,6316
2024-05-02 00:00:00.000,uniswap-v2,0.25% fee,137754198.31,408382,89001,8650
2024-05-02 00:00:00.000,uniswap-v3,0.25% fee,1812181323.41,869794,148059,6191
2024-05-03 00:00:00.000,uniswap-v2,0.25% fee,145183710.64,383621,90217,8101
2024-05-03 00:00:00.000,uniswap-v3,0.25% fee,1783873059.43,744867,144808,6318
2024-05-04 00:00:00.000,uniswap-v2,0.25% fee,131471051.51,397507,89435,8288
2024-05-04 00:00:00.000,uniswap-v3,0.25% fee,1155493677.8,704020,141585,6160
2024-05-05 00:00:00.000,uniswap-v2,0.25% fee,118349101.67,423028,85624,8602
2024-05-05 00:00:00.000,uniswap-v3,0.25% fee,1046417966.36,660203,133423,6140
2024-05-06 00:00:00.000,uniswap-v2,0.25% fee,149104764.44,460034,94128,9333
2024-05-06 00:00:00.000,uniswap-v3,0.25% fee,1604482827.61,812289,156330,6425
2024-05-07 00:00:00.000,uniswap-v2,0.25% fee,126664362.06,433652,91034,8854
2024-05-07 00:00:00.000,uniswap-v3,0.25% fee,1531843914.1,784189,154855,6384
2024-05-08 00:00:00.000,uniswap-v2,0.25% fee,132847673.2,446694,89189,9116
2024-05-08 00:00:00.000,uniswap-v3,0.25% fee,1564903981.92,779580,148516,6344
2024-05-09 00:00:00.000,uniswap-v2,0.25% fee,143592068.28,407454,90330,8330
2024-05-09 00:00:00.000,uniswap-v3,0.25% fee,1154167421.78,745591,152893,6590
2024-05-10 00:00:00.000,uniswap-v2,0.25% fee,123134589.85,418423,84980,8298
2024-05-10 00:00:00.000,uniswap-v3,0.25% fee,1288140551.65,716658,153495,6550
2024-05-11 00:00:00.000,uniswap-v2,0.25% fee,99343260.35,410963,74435,8846
2024-05-11 00:00:00.000,uniswap-v3,0.25% fee,692524114.89,631203,138907,5943
2024-05-12 00:00:00.000,uniswap-v2,0.25% fee,93214611.17,374598,70402,8290
2024-05-12 00:00:00.000,uniswap-v3,0.25% fee,532351262.83,556700,138699,5937
2024-05-13 00:00:00.000,uniswap-v2,0.25% fee,167233618.38,402316,87055,7967
2024-05-13 00:00:00.000,uniswap-v3,0.25% fee,1266422012.25,713142,150838,6488
2024-05-14 00:00:00.000,uniswap-v2,0.25% fee,180216729.25,400623,85863,8056
2024-05-14 00:00:00.000,uniswap-v3,0.25% fee,1168570075.68,693598,139262,6490
2024-05-15 00:00:00.000,uniswap-v2,0.25% fee,188265390.81,420075,86738,8417
2024-05-15 00:00:00.000,uniswap-v3,0.25% fee,1650990118.94,738972,141492,6688
2024-05-16 00:00:00.000,uniswap-v2,0.25% fee,129397846.13,379484,78638,8296
2024-05-16 00:00:00.000,uniswap-v3,0.25% fee,1305886179.27,658656,148138,6530
2024-05-17 00:00:00.000,uniswap-v2,0.25% fee,124362473.28,358453,73073,7930
2024-05-17 00:00:00.000,uniswap-v3,0.25% fee,1537145537.25,690138,148093,6436
2024-05-18 00:00:00.000,uniswap-v2,0.25% fee,121368030.3,341675,71709,8151
2024-05-18 00:00:00.000,uniswap-v3,0.25% fee,1002575984.27,509766,125699,6184
2024-05-19 00:00:00.000,uniswap-v2,0.25% fee,119750459.25,360176,75266,7670
2024-05-19 00:00:00.000,uniswap-v3,0.25% fee,970521483.03,514237,117033,6097
2024-05-20 00:00:00.000,uniswap-v2,0.25% fee,220262176.74,417357,83082,7971
2024-05-20 00:00:00.000,uniswap-v3,0.25% fee,3451006749.5,858834,153612,6825
2024-05-21 00:00:00.000,uniswap-v2,0.25% fee,248692083.74,436171,99238,8722
2024-05-21 00:00:00.000,uniswap-v3,0.25% fee,3888390595.17,944851,167411,7037
2024-05-22 00:00:00.000,uniswap-v2,0.25% fee,213984438.55,446296,106915,8448
2024-05-22 00:00:00.000,uniswap-v3,0.25% fee,2651847746.04,801955,162631,6635
2024-05-23 00:00:00.000,uniswap-v2,0.25% fee,306741345.65,463158,104095,8082
2024-05-23 00:00:00.000,uniswap-v3,0.25% fee,5449896668.79,1042502,168279,6594
2024-05-24 00:00:00.000,uniswap-v2,0.25% fee,220005207.71,464554,105279,8532
2024-05-24 00:00:00.000,uniswap-v3,0.25% fee,2516252224.06,832783,157617,6759
2024-05-25 00:00:00.000,uniswap-v2,0.25% fee,172546962.38,396997,95499,8465
2024-05-25 00:00:00.000,uniswap-v3,0.25% fee,1058519804.38,543451,138137,6240
2024-05-26 00:00:00.000,uniswap-v2,0.25% fee,234599960.3,428978,99415,8642
2024-05-26 00:00:00.000,uniswap-v3,0.25% fee,1869456206.92,633472,135505,6481
2024-05-27 00:00:00.000,uniswap-v2,0.25% fee,340176726.93,499433,115041,7914
2024-05-27 00:00:00.000,uniswap-v3,0.25% fee,1895805853.71,665004,150686,6406
2024-05-28 00:00:00.000,uniswap-v2,0.25% fee,271817603.99,487261,125651,7809
2024-05-28 00:00:00.000,uniswap-v3,0.25% fee,1829591376.12,726218,151574,6410
2024-05-29 00:00:00.000,uniswap-v2,0.25% fee,278437198.88,541460,129087,8111
2024-05-29 00:00:00.000,uniswap-v3,0.25% fee,2402160266.39,708078,155690,6553
2024-05-30 00:00:00.000,uniswap-v2,0.25% fee,271113492.58,547126,152875,8426
2024-05-30 00:00:00.000,uniswap-v3,0.25% fee,1816081041.9,779498,168621,6785
2024-05-31 00:00:00.000,uniswap-v2,0.25% fee,277166726.01,564684,137670,8490
2024-05-31 00:00:00.000,uniswap-v3,0.25% fee,1880254431.49,692106,168333,6637
2024-06-01 00:00:00.000,uniswap-v2,0.25% fee,208369115.91,542979,108015,9066
2024-06-01 00:00:00.000,uniswap-v3,0.25% fee,868588704.04,475280,129531,6442
2024-06-02 00:00:00.000,uniswap-v2,0.25% fee,190622799.92,568281,106750,9018
2024-06-02 00:00:00.000,uniswap-v3,0.25% fee,1038320875.61,557470,129271,6271
2024-06-03 00:00:00.000,uniswap-v2,0.25% fee,252507882.53,614379,123729,9401
2024-06-03 00:00:00.000,uniswap-v3,0.25% fee,1410333741.7,717891,154472,6578
2024-06-04 00:00:00.000,uniswap-v2,0.25% fee,228770521.97,758834,163323,9684
2024-06-04 00:00:00.000,uniswap-v3,0.25% fee,1517691343.21,734695,170041,6897
2024-06-05 00:00:00.000,uniswap-v2,0.25% fee,276628819.72,824580,152499,9604
2024-06-05 00:00:00.000,uniswap-v3,0.25% fee,1511406357.45,668608,160180,6850
2024-06-06 00:00:00.000,uniswap-v2,0.25% fee,242886391.57,883132,141233,10005
2024-06-06 00:00:00.000,uniswap-v3,0.25% fee,1189105467.7,642505,146847,6853
2024-06-07 00:00:00.000,uniswap-v2,0.25% fee,287738207.15,740625,138165,9606
2024-06-07 00:00:00.000,uniswap-v3,0.25% fee,1785795688.59,757564,156582,7483
2024-06-08 00:00:00.000,uniswap-v2,0.25% fee,239922731.44,700408,145382,9995
2024-06-08 00:00:00.000,uniswap-v3,0.25% fee,815576725.19,594579,144159,6813
2024-06-09 00:00:00.000,uniswap-v2,0.25% fee,223664328.05,690027,152327,10151
2024-06-09 00:00:00.000,uniswap-v3,0.25% fee,708275210.21,550793,141172,6443
2024-06-10 00:00:00.000,uniswap-v2,0.25% fee,243757488.84,775976,165673,10506
2024-06-10 00:00:00.000,uniswap-v3,0.25% fee,1290332962.1,644427,145175,6662
2024-06-11 00:00:00.000,uniswap-v2,0.25% fee,242316555.21,794360,163745,10285
2024-06-11 00:00:00.000,uniswap-v3,0.25% fee,2093208549.68,789717,143359,7121
2024-06-12 00:00:00.000,uniswap-v2,0.25% fee,243180229.54,818015,204847,9737
2024-06-12 00:00:00.000,uniswap-v3,0.25% fee,1886176424.47,751818,149163,6742
2024-06-13 00:00:00.000,uniswap-v2,0.25% fee,213682635.31,804993,225032,9247
2024-06-13 00:00:00.000,uniswap-v3,0.25% fee,1637469681.93,747795,165327,6945
2024-06-14 00:00:00.000,uniswap-v2,0.25% fee,219533506.72,770631,211923,9361
2024-06-14 00:00:00.000,uniswap-v3,0.25% fee,1704492502.09,773304,162210,6937
2024-06-15 00:00:00.000,uniswap-v2,0.25% fee,165816475.47,795213,201735,10911
2024-06-15 00:00:00.000,uniswap-v3,0.25% fee,878726978.22,609156,147413,6917
2024-06-16 00:00:00.000,uniswap-v2,0.25% fee,170438609.46,820317,225154,11266
2024-06-16 00:00:00.000,uniswap-v3,0.25% fee,895477134.09,528797,136623,6716
2024-06-17 00:00:00.000,uniswap-v2,0.25% fee,232605881.39,835806,233550,11005
2024-06-17 00:00:00.000,uniswap-v3,0.25% fee,1760465117.86,776255,172467,6948
2024-06-18 00:00:00.000,uniswap-v2,0.25% fee,308140217.03,764674,223306,10206
2024-06-18 00:00:00.000,uniswap-v3,0.25% fee,2164954793.98,879010,163210,7190
2024-06-19 00:00:00.000,uniswap-v2,0.25% fee,183598461.16,927322,265687,10928
2024-06-19 00:00:00.000,uniswap-v3,0.25% fee,1550380432.56,733173,146982,7244
2024-06-20 00:00:00.000,uniswap-v2,0.25% fee,163062070.41,931511,276455,10232
2024-06-20 00:00:00.000,uniswap-v3,0.25% fee,1499763059.7,738861,206676,6424
2024-06-21 00:00:00.000,uniswap-v2,0.25% fee,145428732.96,874415,247246,10644
2024-06-21 00:00:00.000,uniswap-v3,0.25% fee,1987299038.62,769295,185935,6531
2024-06-22 00:00:00.000,uniswap-v2,0.25% fee,118382270.61,836472,214660,11245
2024-06-22 00:00:00.000,uniswap-v3,0.25% fee,741875414.19,517135,146802,6392
2024-06-23 00:00:00.000,uniswap-v2,0.25% fee,120396783.65,1019675,300049,11101
2024-06-23 00:00:00.000,uniswap-v3,0.25% fee,998513533.32,550653,142040,6473
2024-06-24 00:00:00.000,uniswap-v2,0.25% fee,198110089.67,904060,265100,11079
2024-06-24 00:00:00.000,uniswap-v3,0.25% fee,2727414607.3,902291,150950,6798
2024-06-25 00:00:00.000,uniswap-v2,0.25% fee,178665196.57,1083256,275944,10587
2024-06-25 00:00:00.000,uniswap-v3,0.25% fee,1467766877.31,738418,173375,6640
2024-06-26 00:00:00.000,uniswap-v2,0.25% fee,157059898.33,954739,270195,11062
2024-06-26 00:00:00.000,uniswap-v3,0.25% fee,1358370280.35,670072,158902,6416
2024-06-27 00:00:00.000,uniswap-v2,0.25% fee,165276250.91,915907,295995,10054
2024-06-27 00:00:00.000,uniswap-v3,0.25% fee,1760794330.6,661980,144416,6430
2024-06-28 00:00:00.000,uniswap-v2,0.25% fee,164929611.53,960723,355643,10799
2024-06-28 00:00:00.000,uniswap-v3,0.25% fee,1424723600.78,639972,146269,6327
2024-06-29 00:00:00.000,uniswap-v2,0.25% fee,135407702.7,932074,358498,11405
2024-06-29 00:00:00.000,uniswap-v3,0.25% fee,599362849.99,485541,142732,6128
2024-06-30 00:00:00.000,uniswap-v2,0.25% fee,141656748.59,835585,266843,11118
2024-06-30 00:00:00.000,uniswap-v3,0.25% fee,864645867.87,559576,148464,6240
2024-07-01 00:00:00.000,uniswap-v2,0.25% fee,160757869.62,968512,317209,11278
2024-07-01 00:00:00.000,uniswap-v3,0.25% fee,1304102421.72,671736,154054,6482
2024-07-02 00:00:00.000,uniswap-v2,0.25% fee,141109490.14,982246,377127,11706
2024-07-02 00:00:00.000,uniswap-v3,0.25% fee,957686822.64,600592,157292,6237
2024-07-03 00:00:00.000,uniswap-v2,0.25% fee,185177279.88,1023171,416846,11220
2024-07-03 00:00:00.000,uniswap-v3,0.25% fee,1758534054.51,719883,158021,6402
2024-07-04 00:00:00.000,uniswap-v2,0.25% fee,178854971.84,857701,362925,11376
2024-07-04 00:00:00.000,uniswap-v3,0.25% fee,2295660943.51,807700,139248,6790
2024-07-05 00:00:00.000,uniswap-v2,0.25% fee,237642584.54,720707,241851,11262
2024-07-05 00:00:00.000,uniswap-v3,0.25% fee,3127289704.78,1023655,144929,7009
2024-07-06 00:00:00.000,uniswap-v2,0.25% fee,117543778.92,725714,241813,11583
2024-07-06 00:00:00.000,uniswap-v3,0.25% fee,970218880.77,630318,124073,6529
2024-07-07 00:00:00.000,uniswap-v2,0.25% fee,109940252.32,761406,267375,11742
2024-07-07 00:00:00.000,uniswap-v3,0.25% fee,908208641.34,623566,111081,6069
2024-07-08 00:00:00.000,uniswap-v2,0.25% fee,164803240.62,791858,283532,11475
2024-07-08 00:00:00.000,uniswap-v3,0.25% fee,2203490178.97,1000517,132511,6255
2024-07-09 00:00:00.000,uniswap-v2,0.25% fee,130632927.41,855523,287930,11320
2024-07-09 00:00:00.000,uniswap-v3,0.25% fee,1557190159.18,805476,126812,6025
2024-07-10 00:00:00.000,uniswap-v2,0.25% fee,155761195.2,883567,291592,11104
2024-07-10 00:00:00.000,uniswap-v3,0.25% fee,1379945885.54,702182,133132,5943
2024-07-11 00:00:00.000,uniswap-v2,0.25% fee,137362376.59,919313,387092,10810
2024-07-11 00:00:00.000,uniswap-v3,0.25% fee,1371321168.15,670819,124526,6307
2024-07-12 00:00:00.000,uniswap-v2,0.25% fee,143972127.95,870676,291750,12246
2024-07-12 00:00:00.000,uniswap-v3,0.25% fee,1233087364.18,615482,116028,6153
2024-07-13 00:00:00.000,uniswap-v2,0.25% fee,143611969.52,865506,267589,12238
2024-07-13 00:00:00.000,uniswap-v3,0.25% fee,791722581.05,469679,114167,6151
2024-07-14 00:00:00.000,uniswap-v2,0.25% fee,169780766.08,908954,321150,10998
2024-07-14 00:00:00.000,uniswap-v3,0.25% fee,940450246.72,524288,117517,6102
2024-07-15 00:00:00.000,uniswap-v2,0.25% fee,191197602.3,910815,368104,10724
2024-07-15 00:00:00.000,uniswap-v3,0.25% fee,2391198015.21,761374,147737,6736
2024-07-16 00:00:00.000,uniswap-v2,0.25% fee,108945598.13,456770,184284,6810
2024-07-16 00:00:00.000,uniswap-v3,0.25% fee,1057779210.98,372110,72343,5303
